Symbol,Name,Market_Cap,Country,Volume,Sector,Industry
SBNY,Signature Bank Common Stock,7822695661.0,United States,796783,Finance,Major Banks
XRAY,DENTSPLY SIRONA Inc. Common Stock,7702441994.0,United States,1334324,Health Care,Medical/Dental Instruments
DBX,Dropbox Inc. Class A Common Stock,7697265941.0,United States,11639420,Technology,Computer Software: Prepackaged Software
TTEK,Tetra Tech Inc. Common Stock,7645934867.0,United States,220200,Consumer Discretionary,Military/Government/Technical
ZION,Zions Bancorporation N.A. Common Stock,7645789520.0,United States,1120226,Finance,Major Banks
NXST,Nexstar Media Group Inc. Common Stock,7547721951.0,United States,337371,Consumer Discretionary,Movies/Entertainment
DISH,DISH Network Corporation Class A Common Stock,7509496565.0,United States,3474166,Consumer Discretionary,Telecommunications Equipment
SAIA,Saia Inc. Common Stock,7485172284.0,United States,370939,Industrials,Trucking Freight/Courier Services
ACHC,Acadia Healthcare Company Inc. Common Stock,7464639302.0,United States,315253,Health Care,Hospital/Nursing Management
CNXC,Concentrix Corporation Common Stock,7431814650.0,United States,218835,Technology,Computer Software: Prepackaged Software
ESLT,Elbit Systems Ltd. Ordinary Shares,7289402169.0,Israel,49926,Industrials,Military/Government/Technical
CFLT,Confluent Inc. Class A Common Stock,7263148684.0,United States,2928110,Technology,EDP Services
CELH,Celsius Holdings Inc. Common Stock,7229198063.0,United States,681205,Consumer Staples,Beverages (Production/Distribution)
SWAV,ShockWave Medical Inc. Common Stock,7205688756.0,United States,1493292,Health Care,Medical/Dental Instruments
GRFS,Grifols S.A. American Depositary Shares,7006358362.0,Spain,771860,Health Care,Biotechnology: Pharmaceutical Preparations
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,7005984199.0,Canada,18590,,
BOKF,BOK Financial Corporation Common Stock,6995168494.0,United States,104910,Finance,Major Banks
XP,XP Inc. Class A Common Stock,6988384654.0,Brazil,32484303,Finance,Investment Bankers/Brokers/Service
TXRH,Texas Roadhouse Inc. Common Stock,6980546824.0,United States,2729619,Consumer Discretionary,Restaurants
MNDY,monday.com Ltd. Ordinary Shares,6903011355.0,Israel,1241150,Technology,Computer Software: Prepackaged Software
FYBR,Frontier Communications Parent Inc. Common Stock,6857661960.0,United States,1537378,Consumer Discretionary,Telecommunications Equipment
NATI,National Instruments Corporation Common Stock,6809149309.0,United States,1200757,Technology,Computer Software: Prepackaged Software
GTLB,GitLab Inc. Class A Common Stock,6803865000.0,United States,1451953,Technology,EDP Services
MAT,Mattel Inc. Common Stock,6783245437.0,United States,3490395,Consumer Discretionary,Recreational Games/Products/Toys
KRTX,Karuna Therapeutics Inc. Common Stock,6782524924.0,United States,314144,Health Care,Biotechnology: Pharmaceutical Preparations
HALO,Halozyme Therapeutics Inc. Common Stock,6764709292.0,United States,1241393,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNTX,Gentex Corporation Common Stock,6720778483.0,United States,1525379,Consumer Discretionary,Auto Parts:O.E.M.
LFUS,Littelfuse Inc. Common Stock,6672866859.0,United States,86931,Technology,Electronic Components
ASND,Ascendis Pharma A/S American Depositary Shares,6652227546.0,Denmark,566277,Health Care,Biotechnology: Pharmaceutical Preparations
FUTU,Futu Holdings Limited American Depositary Shares,6642725378.0,Hong Kong,2427417,Finance,Investment Bankers/Brokers/Service
LSTR,Landstar System Inc. Common Stock,6595839766.0,United States,404472,Industrials,Trucking Freight/Courier Services
IQ,iQIYI Inc. American Depositary Shares,6576914757.0,China,6817117,Technology,Internet and Information Services
AGNC,AGNC Investment Corp. Common Stock,6545833000.0,United States,6422938,Real Estate,Real Estate Investment Trusts
ROIV,Roivant Sciences Ltd. Common Shares,6537643757.0,United Kingdom,1549984,Health Care,Biotechnology: Pharmaceutical Preparations
NTNX,Nutanix Inc. Class A Common Stock,6528237609.0,United States,983105,Technology,EDP Services
AMKR,Amkor Technology Inc. Common Stock,6494278078.0,United States,1603651,Technology,Semiconductors
MEDP,Medpace Holdings Inc. Common Stock,6410616034.0,United States,317043,Health Care,Biotechnology: Commercial Physical & Biological Resarch
DSGX,Descartes Systems Group Inc. (The) Common Stock,6373224069.0,Canada,113526,,
MKSI,MKS Instruments Inc. Common Stock,6334104775.0,United States,841475,Industrials,Industrial Machinery/Components
IPGP,IPG Photonics Corporation Common Stock,6314295171.0,United States,354951,Technology,Semiconductors
HTZ,Hertz Global Holdings Inc Common Stock,6274069060.0,United States,2359048,Consumer Discretionary,Rental/Leasing Companies
FSV,FirstService Corporation Common Shares,6273956809.0,Canada,56124,,
OLED,Universal Display Corporation Common Stock,6261677996.0,United States,300259,Technology,Industrial Machinery/Components
COHR,Coherent Corp. Common Stock,6251930118.0,United States,1255961,Industrials,Industrial Machinery/Components
SSB,SouthState Corporation Common Stock,6228971444.0,United States,563262,Finance,Major Banks
VLY,Valley National Bancorp Common Stock,6218278590.0,United States,1566428,Finance,Major Banks
CHX,ChampionX Corporation Common Stock ,6175619542.0,United States,1367829,Industrials,Construction/Ag Equipment/Trucks
SIGI,Selective Insurance Group Inc. Common Stock,6173265800.0,United States,279439,Finance,Property-Casualty Insurers
NWL,Newell Brands Inc. Common Stock,6162640000.0,United States,7488684,Industrials,Plastic Products
APLS,Apellis Pharmaceuticals Inc. Common Stock,6135837103.0,United States,1362386,Health Care,Biotechnology: Pharmaceutical Preparations
WWD,Woodward Inc. Common Stock,6052885177.0,United States,309927,Industrials,Military/Government/Technical
COUP,Coupa Software Incorporated Common Stock,6043304000.0,United States,2158982,Technology,Computer Software: Prepackaged Software
QDEL,QuidelOrtho Corporation Common Stock,6035885268.0,United States,855163,Health Care,Medical/Dental Instruments
LNW,Light & Wonder Inc. Common Stock,6025085244.0,United States,297053,Consumer Discretionary,Movies/Entertainment
CACC,Credit Acceptance Corporation Common Stock,6007437257.0,United States,89885,Finance,Finance: Consumer Services
PNFP,Pinnacle Financial Partners Inc. Common Stock,5986411858.0,United States,800277,Finance,Major Banks
CYBR,CyberArk Software Ltd. Ordinary Shares,5949877157.0,Israel,191157,Technology,Computer Software: Prepackaged Software
REYN,Reynolds Consumer Products Inc. Common Stock,5907633823.0,United States,200592,Industrials,Office Equipment/Supplies/Services
TXG,10x Genomics Inc. Class A Common Stock,5907462319.0,United States,1314665,Health Care,Managed Health Care
PPC,Pilgrim's Pride Corporation Common Stock,5885722495.0,United States,832049,Consumer Staples,Meat/Poultry/Fish
RCM,R1 RCM Inc. Common Stock,5868637989.0,United States,3935236,Consumer Discretionary,Other Consumer Services
NOVT,Novanta Inc. Common Stock,5837847650.0,United States,103071,,
PDCE,PDC Energy Inc. Common Stock (Delaware),5799585089.0,United States,1101086,Energy,Oil & Gas Production
RXDX,Prometheus Biosciences Inc. Common Stock,5778886111.0,United States,656539,Health Care,Biotechnology: Pharmaceutical Preparations
HCP,HashiCorp Inc. Class A Common Stock,5768744181.0,United States,1540733,Technology,EDP Services
CRUS,Cirrus Logic Inc. Common Stock,5720774292.0,United States,529105,Technology,Semiconductors
SLAB,Silicon Laboratories Inc. Common Stock,5720154143.0,United States,373917,Technology,Semiconductors
IOSP,Innospec Inc. Common Stock,5711274781.0,United States,92677,Industrials,Industrial Specialties
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,5685716928.0,United States,350743,Technology,Computer Software: Prepackaged Software
FIVN,Five9 Inc. Common Stock,5670748839.0,United States,1762380,Technology,EDP Services
EXEL,Exelixis Inc. Common Stock,5668287524.0,United States,3239739,Health Care,Biotechnology: Commercial Physical & Biological Resarch
COLM,Columbia Sportswear Company Common Stock,5654203375.0,United States,251879,Consumer Discretionary,Apparel
EXLS,ExlService Holdings Inc. Common Stock,5638508114.0,United States,209664,Technology,Retail: Computer Software & Peripheral Equipment
WTFC,Wintrust Financial Corporation Common Stock,5625877500.0,United States,196464,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,5609439429.0,United States,445772,Finance,Major Banks
APP,Applovin Corporation Class A Common Stock,5604366508.0,United States,2701009,Technology,EDP Services
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,5594766505.0,Hong Kong,2581921,Consumer Discretionary,Hotels/Resorts
HQY,HealthEquity Inc. Common Stock,5592153502.0,United States,489640,Health Care,Managed Health Care
OZK,Bank OZK Common Stock,5574772447.0,United States,659364,Finance,Major Banks
CHRD,Chord Energy Corporation Common Stock,5539866063.0,United States,905845,Energy,Oil & Gas Production
EXPO,Exponent Inc. Common Stock,5509186124.0,United States,168340,Consumer Discretionary,Professional Services
IONS,Ionis Pharmaceuticals Inc. Common Stock,5483142970.0,United States,761379,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,5473294688.0,United States,258255,Technology,EDP Services
EEFT,Euronet Worldwide Inc. Common Stock,5464253368.0,United States,275983,Technology,EDP Services
FFIN,First Financial Bankshares Inc. Common Stock,5445250936.0,United States,482418,Finance,Major Banks
NTRA,Natera Inc. Common Stock,5442920920.0,United States,2100422,Health Care,Medical Specialities
LANC,Lancaster Colony Corporation Common Stock,5414944400.0,United States,104057,Consumer Staples,Packaged Foods
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,5413173880.0,United States,615116,Health Care,Biotechnology: Pharmaceutical Preparations
RUN,Sunrun Inc. Common Stock,5372344756.0,United States,6284062,Industrials,Building Products
SOFI,SoFi Technologies Inc. Common Stock  ,5369771446.0,United States,30910175,Finance,Diversified Financial Services
UFPI,UFP Industries Inc. Common Stock,5353834466.0,United States,2124954,Basic Materials,Forest Products
OPCH,Option Care Health Inc. Common Stock,5344249323.0,United States,776705,Health Care,Medical/Nursing Services
ONB,Old National Bancorp Common Stock,5275183030.0,United States,1791054,Finance,Major Banks
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,5250874522.0,United States,323902,Health Care,Biotechnology: Pharmaceutical Preparations
BPOP,Popular Inc. Common Stock,5248195709.0,United States,598759,Finance,Major Banks
LHCG,LHC Group Common Stock,5244887668.0,United States,1190923,Health Care,Medical/Nursing Services
WING,Wingstop Inc. Common Stock,5190192766.0,United States,950854,Consumer Discretionary,Restaurants
FOXF,Fox Factory Holding Corp. Common Stock,5187485734.0,United States,180066,Consumer Discretionary,Auto Parts:O.E.M.
SRCL,Stericycle Inc. Common Stock,5156785211.0,United States,325538,Utilities,Environmental Services
ENSG,The Ensign Group Inc. Common Stock,5089456650.0,United States,292883,Health Care,Hospital/Nursing Management
CIGI,Colliers International Group Inc. Subordinate Voting Shares,5079512790.0,Canada,134200,,
SHC,Sotera Health Company Common Stock,5078042982.0,United States,2047653,Health Care,Medical Specialities
WB,Weibo Corporation American Depositary Share,5031671017.0,China,1003415,Technology,Internet and Information Services
WIX,Wix.com Ltd. Ordinary Shares,5020380935.0,Israel,636554,Technology,EDP Services
PENN,PENN Entertainment Inc. Common Stock,4994900813.0,United States,1483213,Consumer Discretionary,Movies/Entertainment
COKE,Coca-Cola Consolidated Inc. Common Stock,4972367067.0,United States,36923,Consumer Staples,Beverages (Production/Distribution)
TENB,Tenable Holdings Inc. Common Stock,4951852800.0,United States,521898,Technology,EDP Services
SMCI,Super Micro Computer Inc. Common Stock,4933545793.0,United States,1386505,Technology,Computer Manufacturing
ASO,Academy Sports and Outdoors Inc. Common Stock,4896558995.0,United States,1480222,Consumer Discretionary,Recreational Games/Products/Toys
WEN,Wendy's Company (The) Common Stock,4878317888.0,United States,3539867,Consumer Discretionary,Restaurants
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,4807858550.0,United States,520604,Technology,Computer peripheral equipment
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,4806438426.0,United States,420988,Technology,Semiconductors
DRVN,Driven Brands Holdings Inc. Common Stock,4806170189.0,United States,444845,,
IART,Integra LifeSciences Holdings Corporation Common Stock,4805635099.0,United States,363975,Health Care,Medical/Dental Instruments
RMBS,Rambus Inc. Common Stock,4751779662.0,United States,563999,Technology,Semiconductors
ITCI,Intra-Cellular Therapies Inc. Common Stock,4736199751.0,United States,769562,Health Care,Biotechnology: Pharmaceutical Preparations
POWI,Power Integrations Inc. Common Stock,4710524094.0,United States,329952,Technology,Semiconductors
PTON,Peloton Interactive Inc. Class A Common Stock,4705875414.0,United States,8734753,Consumer Discretionary,Other Consumer Services
NVEI,Nuvei Corporation Subordinate Voting Shares,4697248771.0,Canada,158999,,
IAC,IAC Inc. Common Stock,4662805000.0,United States,1430765,Consumer Discretionary,EDP Services
APPF,AppFolio Inc. Class A Common Stock,4655297308.0,United States,184008,Technology,EDP Services
PYCR,Paycor HCM Inc. Common Stock,4647379080.0,United States,496993,Technology,Computer Software: Prepackaged Software
DLO,DLocal Limited Class A Common Shares,4629206823.0,Uruguay,927857,Consumer Discretionary,Business Services
FRHC,Freedom Holding Corp. Common Stock,4625834450.0,Kazakhstan,477570,Finance,Investment Bankers/Brokers/Service
ALKS,Alkermes plc Ordinary Shares,4612247833.0,Ireland,1481858,Health Care,Biotechnology: Pharmaceutical Preparations
VC,Visteon Corporation Common Stock,4591214597.0,United States,436173,Consumer Discretionary,Auto Parts:O.E.M.
NSIT,Insight Enterprises Inc. Common Stock,4546162351.0,United States,363334,Technology,EDP Services
FRSH,Freshworks Inc. Class A Common Stock,4537569556.0,United States,1269683,Technology,EDP Services
QLYS,Qualys Inc. Common Stock,4504240599.0,United States,371862,Technology,EDP Services
TSEM,Tower Semiconductor Ltd. Ordinary Shares,4473165238.0,Israel,497040,Technology,Semiconductors
FELE,Franklin Electric Co. Inc. Common Stock,4465106774.0,United States,131922,Consumer Discretionary,Metal Fabrications
WFRD,Weatherford International plc Ordinary Shares,4456874481.0,United States,867071,Industrials,Metal Fabrications
ALTR,Altair Engineering Inc. Class A Common Stock,4452712744.0,United States,268342,Technology,Computer Software: Prepackaged Software
BCPC,Balchem Corporation Common Stock,4438503051.0,United States,93099,Industrials,Industrial Specialties
UMBF,UMB Financial Corporation Common Stock,4429439765.0,United States,354181,Finance,Commercial Banks
NEOG,Neogen Corporation Common Stock,4398739659.0,United States,1274000,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
HWC,Hancock Whitney Corporation Common Stock,4370099850.0,United States,588589,Finance,Major Banks
CYTK,Cytokinetics Incorporated Common Stock,4325583056.0,United States,749452,Health Care,Biotechnology: Pharmaceutical Preparations
FIZZ,National Beverage Corp. Common Stock,4310105517.0,United States,121820,Consumer Staples,Beverages (Production/Distribution)
ICUI,ICU Medical Inc. Common Stock,4300138544.0,United States,143791,Health Care,Medical/Dental Instruments
SGRY,Surgery Partners Inc. Common Stock,4291129325.0,United States,471397,Health Care,Managed Health Care
BL,BlackLine Inc. Common Stock,4287197332.0,United States,538038,Technology,Computer Software: Prepackaged Software
DIOD,Diodes Incorporated Common Stock,4275753842.0,United States,218290,Technology,Semiconductors
AAON,AAON Inc. Common Stock,4255962960.0,United States,269676,Industrials,Industrial Machinery/Components
AVT,Avnet Inc. Common Stock,4242749396.0,United States,405805,Technology,Electronic Components
FCFS,FirstCash Holdings Inc. Common Stock,4214992400.0,United States,184778,Miscellaneous,Diversified Commercial Services
LYFT,Lyft Inc. Class A Common Stock,4175348265.0,United States,22187861,Technology,EDP Services
DNLI,Denali Therapeutics Inc. Common Stock,4145033147.0,United States,472397,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLBE,Global-E Online Ltd. Ordinary Shares,4122971852.0,Israel,975821,Technology,Computer Software: Prepackaged Software
LNTH,Lantheus Holdings Inc. Common Stock,4110652295.0,United States,524523,Health Care,Biotechnology: Pharmaceutical Preparations
UMPQ,Umpqua Holdings Corporation Common Stock,4074090854.0,United States,1211058,Finance,Commercial Banks
SYNH,Syneos Health Inc. Class A Common Stock,4060592787.0,United States,3041719,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TFSL,TFS Financial Corporation Common Stock,4047926082.0,United States,157052,Finance,Savings Institutions
BHF,Brighthouse Financial Inc. Common Stock,4039330503.0,United States,328296,Finance,Life Insurance
PECO,Phillips Edison & Company Inc. Common Stock,4010394240.0,United States,563178,Real Estate,Real Estate Investment Trusts
AIMC,Altra Industrial Motion Corp. Common Stock,4010146437.0,United States,674779,Industrials,Industrial Machinery/Components
ACT,Enact Holdings Inc. Common Stock,4005928304.0,United States,101930,Finance,Specialty Insurers
GDS,GDS Holdings Limited ADS,3997825501.0,China,1004370,Technology,Computer Software: Programming Data Processing
ACLS,Axcelis Technologies Inc. Common Stock,3996255750.0,United States,1158539,Technology,Industrial Machinery/Components
BECN,Beacon Roofing Supply Inc. Common Stock,3993502123.0,United States,472624,Consumer Discretionary,Wholesale Distributors
CWST,Casella Waste Systems Inc. Class A Common Stock,3986614716.0,United States,1030790,Utilities,Environmental Services
CRSP,CRISPR Therapeutics AG Common Shares,3984388734.0,Switzerland,1138377,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LITE,Lumentum Holdings Inc. Common Stock,3983960000.0,United States,673773,Technology,Computer peripheral equipment
MMSI,Merit Medical Systems Inc. Common Stock,3982650768.0,United States,187399,Health Care,Medical/Dental Instruments
PINC,Premier Inc. Class A Common Stock,3972546436.0,United States,1184011,Health Care,Managed Health Care
PEGA,Pegasystems Inc. Common Stock,3964069856.0,United States,744575,Technology,EDP Services
ESGR,Enstar Group Limited Ordinary Shares,3949261953.0,Bermuda,44181,Finance,Property-Casualty Insurers
ZD,Ziff Davis Inc. Common Stock,3906989584.0,United States,976694,Consumer Discretionary,Advertising
FIBK,First Interstate BancSystem Inc. Class A Common Stock,3877931460.0,United States,448504,Finance,Major Banks
CVT,Cvent Holding Corp. Common Stock,3849699057.0,United States,255743,Technology,Computer Software: Prepackaged Software
UCBI,United Community Banks Inc. Common Stock,3830977831.0,United States,466008,Finance,Major Banks
AFRM,Affirm Holdings Inc. Class A Common Stock,3816052192.0,United States,16201364,Technology,EDP Services
PCH,PotlatchDeltic Corporation Common Stock,3814271052.0,United States,705539,Real Estate,Real Estate Investment Trusts
LIFW,MSP Recovery Inc. Class A Common Stock,3802621651.0,United States,39504,Technology,Computer Software: Prepackaged Software
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,3789287473.0,Mexico,49126,Consumer Discretionary,Aerospace
IPAR,Inter Parfums Inc. Common Stock,3766423850.0,United States,97085,Consumer Discretionary,Package Goods/Cosmetics
SMPL,The Simply Good Foods Company Common Stock,3754803813.0,United States,498515,Consumer Staples,Packaged Foods
FOLD,Amicus Therapeutics Inc. Common Stock,3739381238.0,United States,1763507,Health Care,Biotechnology: Pharmaceutical Preparations
SANM,Sanmina Corporation Common Stock,3707462521.0,United States,393564,Technology,Electrical Products
INDB,Independent Bank Corp. Common Stock,3701047989.0,United States,151887,Finance,Major Banks
VIRT,Virtu Financial Inc. Class A Common Stock,3693069603.0,United States,991711,Finance,Investment Bankers/Brokers/Service
SRAD,Sportradar Group AG Class A Ordinary Shares,3689583419.0,Switzerland,205012,Technology,Computer Software: Programming Data Processing
LOPE,Grand Canyon Education Inc. Common Stock,3669761690.0,United States,453781,Consumer Discretionary,Service to the Health Industry
DUOL,Duolingo Inc. Class A Common Stock,3669103778.0,United States,514001,Technology,Computer Software: Prepackaged Software
WIRE,Encore Wire Corporation Common Stock,3661362394.0,United States,343865,Industrials,Metal Fabrications
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,3655468001.0,United States,587190,Health Care,Biotechnology: Pharmaceutical Preparations
AEIS,Advanced Energy Industries Inc. Common Stock,3631395791.0,United States,175926,Consumer Discretionary,Electrical Products
LUNR,Intuitive Machines Inc. Class A Common Stock,3611362933.0,United States,2321954,,
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,3609862754.0,United States,788384,Consumer Discretionary,Department/Specialty Retail Stores
AMBA,Ambarella Inc. Ordinary Shares,3609038896.0,United States,310707,Technology,Semiconductors
PLTK,Playtika Holding Corp. Common Stock,3571520573.0,Israel,644956,Technology,EDP Services
OLPX,Olaplex Holdings Inc. Common Stock,3564005524.0,United States,4605444,Miscellaneous,Diversified Commercial Services
EVO,Evotec SE American Depositary Shares,3521357795.0,Germany,4704,Health Care,Biotechnology: Pharmaceutical Preparations
SLM,SLM Corporation Common Stock,3506999000.0,United States,2155459,Finance,Finance: Consumer Services
SFM,Sprouts Farmers Market Inc. Common Stock,3497365609.0,United States,1081988,Consumer Discretionary,Specialty Foods
NWE,NorthWestern Corporation Common Stock,3493562510.0,United States,492190,Utilities,Power Generation
PCVX,Vaxcyte Inc. Common Stock,3492504267.0,United States,514893,Health Care,Biotechnology: Pharmaceutical Preparations
FLNC,Fluence Energy Inc. Class A Common Stock,3489720466.0,United States,1292085,Utilities,Power Generation
NTLA,Intellia Therapeutics Inc. Common Stock,3481433980.0,United States,1559660,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
FHB,First Hawaiian Inc. Common Stock,3445177995.0,United States,350197,Finance,Major Banks
VIR,Vir Biotechnology Inc. Common Stock,3426396085.0,United States,914745,Health Care,Biotechnology: Pharmaceutical Preparations
DRS,Leonardo DRS Inc. Common Stock,3424064342.0,Israel,482799,Industrials,Military/Government/Technical
PAAS,Pan American Silver Corp. Common Stock,3415253501.0,Canada,4782456,,
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,3414846406.0,United States,812501,Health Care,Biotechnology: Pharmaceutical Preparations
RUSHB,Rush Enterprises Inc. Class B,3413752133.0,United States,19410,Consumer Discretionary,Other Specialty Stores
PTCT,PTC Therapeutics Inc. Common Stock,3406581951.0,United States,589786,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,3405983605.0,United States,877364,Finance,Major Banks
PI,Impinj Inc. Common Stock,3399898428.0,United States,327302,Utilities,Telecommunications Equipment
MSTR,MicroStrategy Incorporated Common Stock Class A,3395990801.0,United States,552350,Technology,Computer Software: Prepackaged Software
IRTC,iRhythm Technologies Inc. Common Stock,3394399277.0,United States,328581,Health Care,Medical/Dental Instruments
ABCB,Ameris Bancorp Common Stock,3393533926.0,United States,358431,Finance,Major Banks
STAA,STAAR Surgical Company Common Stock,3386010442.0,United States,681765,Health Care,Ophthalmic Goods
TIGO,Millicom International Cellular S.A. Common Stock,3356279600.0,Luxembourg,155215,Telecommunications,Telecommunications Equipment
PZZA,Papa John's International Inc. Common Stock,3352288438.0,United States,632614,Consumer Discretionary,Restaurants
SPT,Sprout Social Inc Class A Common Stock,3344588588.0,United States,623264,Technology,EDP Services
QFIN,360 DigiTech Inc. American Depositary Shares,3341995517.0,China,1379757,Finance,Finance: Consumer Services
GT,The Goodyear Tire & Rubber Company Common Stock,3339530449.0,United States,4355717,Consumer Discretionary,Automotive Aftermarket
APPN,Appian Corporation Class A Common Stock,3334287650.0,United States,806578,Technology,EDP Services
MEOH,Methanex Corporation Common Stock,3332760686.0,Canada,589478,,
PACW,PacWest Bancorp Common Stock,3322937655.0,United States,1135620,Finance,Major Banks
COOP,Mr. Cooper Group Inc. Common Stock,3318659158.0,United States,728169,Finance,Finance: Consumer Services
NWTN,NWTN Inc. Class B Ordinary Shares,3313379827.0,United Arab Emirates,17261,,
ABCM,Abcam plc American Depositary Shares,3308393618.0,United Kingdom,530455,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVO,Alvotech Ordinary Shares,3304551921.0,Luxembourg,25255,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOCS,Focus Financial Partners Inc. Class A Common Stock,3301200512.0,United States,892782,Finance,Investment Managers
RUSHA,Rush Enterprises Inc. Common Stock Cl A,3274415311.0,United States,321537,Consumer Discretionary,Other Specialty Stores
ONEM,1Life Healthcare Inc. Common Stock,3271649472.0,United States,7215492,Health Care,Medical/Nursing Services
CCOI,Cogent Communications Holdings Inc.,3266123157.0,United States,454959,Consumer Discretionary,Telecommunications Equipment
CATY,Cathay General Bancorp Common Stock,3261758051.0,United States,279350,Finance,Major Banks
EYE,National Vision Holdings Inc. Common Stock,3239356442.0,United States,420145,Health Care,Ophthalmic Goods
MQ,Marqeta Inc. Class A Common Stock,3237909533.0,United States,6290018,Technology,EDP Services
FRPT,Freshpet Inc. Common Stock,3232230912.0,United States,836406,,
HUBG,Hub Group Inc. Class A Common Stock,3215511308.0,United States,153433,Consumer Discretionary,Oil Refining/Marketing
AZTA,Azenta Inc.,3209850700.0,United States,995558,Health Care,Medical/Dental Instruments
PRVA,Privia Health Group Inc. Common Stock,3209503172.0,United States,869369,Technology,Retail: Computer Software & Peripheral Equipment
PPBI,Pacific Premier Bancorp Inc,3202233312.0,United States,527027,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc. Common Stock,3189822738.0,United States,306122,Finance,Major Banks
NCNO,nCino Inc. Common Stock,3175587358.0,United States,395438,Technology,Computer Software: Prepackaged Software
CRVL,CorVel Corp. Common Stock,3161371396.0,United States,101317,Finance,Specialty Insurers
AMED,Amedisys Inc Common Stock,3159475890.0,United States,768304,Health Care,Medical/Nursing Services
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,3136603354.0,United States,1361395,Health Care,Biotechnology: Pharmaceutical Preparations
MRCY,Mercury Systems Inc Common Stock,3135501636.0,United States,258946,,
WSFS,WSFS Financial Corporation Common Stock,3132970200.0,United States,223928,Finance,Major Banks
PGNY,Progyny Inc. Common Stock,3121805764.0,United States,810992,Health Care,Managed Health Care
BLKB,Blackbaud Inc. Common Stock,3110363189.0,United States,265482,Technology,Computer Software: Prepackaged Software
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,3103682268.0,China,131894,Consumer Discretionary,Hotels/Resorts
TRIP,TripAdvisor Inc. Common Stock,3083139144.0,United States,4299573,,
TWKS,Thoughtworks Holding Inc. Common Stock,3082271725.0,United States,249328,Technology,EDP Services
INMD,InMode Ltd. Ordinary Shares,3075285347.0,Israel,3042801,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CERT,Certara Inc. Common Stock,3070511732.0,United States,393949,Technology,Retail: Computer Software & Peripheral Equipment
HLNE,Hamilton Lane Incorporated Class A Common Stock,3065453942.0,United States,128739,Finance,Investment Managers
HPK,HighPeak Energy Inc. Common Stock,3061054470.0,United States,391679,Energy,Oil & Gas Production
PSEC,Prospect Capital Corporation Common Stock,3059671089.0,United States,1073357,Finance,Finance/Investors Services
ARRY,Array Technologies Inc. Common Stock,3057967305.0,United States,2717800,Technology,Semiconductors
SGML,Sigma Lithium Corporation Common Shares,3051180000.0,Canada,917562,Industrials,Industrial Machinery/Components
DORM,Dorman Products Inc. Common Stock,3043517360.0,United States,58447,Consumer Discretionary,Auto Parts:O.E.M.
BEAM,Beam Therapeutics Inc. Common Stock,3042145046.0,United States,1004433,Health Care, Medicinal Chemicals and Botanical Products 
KLIC,Kulicke and Soffa Industries Inc. Common Stock,3035069042.0,Singapore,352464,Technology,Semiconductors
TWNK,Hostess Brands Inc. Class A Common Stock,3031195726.0,United States,692667,Consumer Staples,Specialty Foods
PTEN,Patterson-UTI Energy Inc. Common Stock,3012548021.0,United States,5080803,Energy,Oil & Gas Production
SBRA,Sabra Health Care REIT Inc. Common Stock,3007315410.0,United States,1193001,Real Estate,Real Estate Investment Trusts
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,3006988315.0,United Kingdom,336980,Utilities,Electric Utilities: Central
NARI,Inari Medical Inc. Common Stock,3004559600.0,United States,843598,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CALM,Cal-Maine Foods Inc. Common Stock,3002353943.0,United States,1594421,Consumer Staples,Farming/Seeds/Milling
IMCR,Immunocore Holdings plc American Depositary Shares,3001724731.0,United Kingdom,199990,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AHCO,AdaptHealth Corp. Common Stock,2999126863.0,United States,487113,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
